LOGGING STARTED
robot_main , [MAIN_LOOP] 567993632262 | kalman_calibration | [1.1307556023715484,0.0012415835966374752]
robot_main , [CONTROLLER] 567993726342 | speed_controller | [0.0,0.815185546875,0.7267021997361155]
robot_main , [CONTROLLER] 567993726342 | stability_controller | [0.7267021997361155,0.7008332213852209,-5.725234453320546]
robot_main , [MAIN_LOOP] 567993726393 | robot_frequency | [216.30938087133913,55,216.49597770998153]
robot_main , [CONTROLLER] 567993726393 | speed_controller | [0.0,0.070770263671875,0.6805805134102777]
robot_main , [CONTROLLER] 567993726393 | stability_controller | [0.6805805134102777,0.7242496447845993,1.8196860165107478]
robot_main , [MAIN_LOOP] 567993726444 | robot_frequency | [215.98859617748732,66,216.49597770998153]
robot_main , [CONTROLLER] 567993726444 | speed_controller | [0.0,-0.012523651123046875,0.6747430038348751]
robot_main , [CONTROLLER] 567993726444 | stability_controller | [0.6747430038348751,0.6860325241426001,6.774686235628636]
robot_main , [MAIN_LOOP] 567993726495 | robot_frequency | [216.12320550904982,77,216.49597770998153]
robot_main , [CONTROLLER] 567993726495 | speed_controller | [0.0,0.62255859375,0.7161585971519155]
robot_main , [CONTROLLER] 567993726495 | stability_controller | [0.7161585971519155,0.6847042294065956,6.025222353947896]
robot_main , [MAIN_LOOP] 567993726546 | robot_frequency | [216.23276279099352,88,216.49597770998153]
robot_main , [CONTROLLER] 567993726546 | speed_controller | [0.0,1.39794921875,0.7681527386008159]
robot_main , [CONTROLLER] 567993726546 | stability_controller | [0.7681527386008159,0.6843011895790716,-2.81170831499166]
robot_main , [MAIN_LOOP] 567993726596 | robot_frequency | [216.2683547881117,99,216.49597770998153]
robot_main , [CONTROLLER] 567993726596 | speed_controller | [0.0,0.741455078125,0.7297195249007993]
robot_main , [CONTROLLER] 567993726596 | stability_controller | [0.7297195249007993,0.7440284842490453,-27.48906223176684]
robot_main , [MAIN_LOOP] 567993726647 | robot_frequency | [217.4608836276293,9,216.28017287269947]
robot_main , [CONTROLLER] 567993726647 | speed_controller | [0.0,-0.139892578125,0.6741525259705877]
robot_main , [CONTROLLER] 567993726647 | stability_controller | [0.6741525259705877,0.7244411634787663,4.031291188308191]
robot_main , [MAIN_LOOP] 567993726698 | robot_frequency | [216.7836977330954,20,216.28017287269947]
robot_main , [CONTROLLER] 567993726698 | speed_controller | [0.0,0.125030517578125,0.6910446268145642]
robot_main , [CONTROLLER] 567993726698 | stability_controller | [0.6910446268145642,0.7145971382394172,4.289003369130171]
robot_main , [MAIN_LOOP] 567993726749 | robot_frequency | [216.80733981260155,31,216.28017287269947]
robot_main , [CONTROLLER] 567993726749 | speed_controller | [0.0,0.3480224609375,0.7057529386483183]
robot_main , [CONTROLLER] 567993726749 | stability_controller | [0.7057529386483183,0.7020711139466776,9.58476603212572]
robot_main , [MAIN_LOOP] 567993726799 | robot_frequency | [216.7256662289464,42,216.28017287269947]
robot_main , [CONTROLLER] 567993726799 | speed_controller | [0.0,0.71875,0.7309941600380371]
robot_main , [CONTROLLER] 567993726799 | stability_controller | [0.7309941600380371,0.7133923369314713,-2.628005875864924]
robot_main , [MAIN_LOOP] 567993726850 | robot_frequency | [216.54467691882346,53,216.28017287269947]
robot_main , [CONTROLLER] 567993726850 | speed_controller | [0.0,0.12078857421875,0.6942144403012971]
robot_main , [CONTROLLER] 567993726850 | stability_controller | [0.6942144403012971,0.7388231077012789,-19.768044922680524]
robot_main , [MAIN_LOOP] 567993726901 | robot_frequency | [216.52122834973054,64,216.28017287269947]
robot_main , [CONTROLLER] 567993726901 | speed_controller | [0.0,-0.20404052734375,0.6733493030397439]
robot_main , [CONTROLLER] 567993726901 | stability_controller | [0.6733493030397439,0.7329180836722126,-4.328644066732093]
robot_main , [MAIN_LOOP] 567993726952 | robot_frequency | [216.47030347735898,75,216.28017287269947]
robot_main , [CONTROLLER] 567993726952 | speed_controller | [0.0,-0.123779296875,0.6778761146063698]
robot_main , [CONTROLLER] 567993726952 | stability_controller | [0.6778761146063698,0.7244473574803875,4.289692513281437]
robot_main , [MAIN_LOOP] 567993727003 | robot_frequency | [216.37852539551838,86,216.28017287269947]
robot_main , [CONTROLLER] 567993727003 | speed_controller | [0.0,0.0312347412109375,0.6876322457434826]
robot_main , [CONTROLLER] 567993727003 | stability_controller | [0.6876322457434826,0.7165762433990158,5.934199282979996]
robot_main , [MAIN_LOOP] 567993727054 | robot_frequency | [216.40782837637465,97,216.28017287269947]
robot_main , [CONTROLLER] 567993727054 | speed_controller | [0.0,0.17620849609375,0.6971724047555572]
robot_main , [CONTROLLER] 567993727054 | stability_controller | [0.6971724047555572,0.7155393741325968,-0.2779203840269961]
robot_main , [MAIN_LOOP] 567993727105 | robot_frequency | [216.3475751630067,7,216.44158590266798]
robot_main , [CONTROLLER] 567993727105 | speed_controller | [0.0,0.02304840087890625,0.6877598126899028]
robot_main , [CONTROLLER] 567993727105 | stability_controller | [0.6877598126899028,0.7251021797332812,-3.8908191737662152]
robot_main , [MAIN_LOOP] 567993727155 | robot_frequency | [216.44402565438463,18,216.44158590266798]
robot_main , [CONTROLLER] 567993727155 | speed_controller | [0.0,-0.41015625,0.6597220960324858]
robot_main , [CONTROLLER] 567993727155 | stability_controller | [0.6597220960324858,0.7322436804421888,-11.383635518400128]
robot_main , [MAIN_LOOP] 567993727206 | robot_frequency | [216.3360515895792,29,216.44158590266798]
robot_main , [CONTROLLER] 567993727206 | speed_controller | [0.0,-0.738525390625,0.6372357934444235]
robot_main , [CONTROLLER] 567993727206 | stability_controller | [0.6372357934444235,0.7193876493539806,9.619839304180495]
robot_main , [MAIN_LOOP] 567993727257 | robot_frequency | [216.28921971377764,40,216.44158590266798]
robot_main , [CONTROLLER] 567993727257 | speed_controller | [0.0,-0.2662353515625,0.6657457411679434]
robot_main , [CONTROLLER] 567993727257 | stability_controller | [0.6657457411679434,0.6942434186251211,2.489514145337984]
robot_main , [MAIN_LOOP] 567993727308 | robot_frequency | [216.24600431258645,51,216.44158590266798]
robot_main , [CONTROLLER] 567993727308 | speed_controller | [0.0,0.2467041015625,0.6984271835743647]
robot_main , [CONTROLLER] 567993727308 | stability_controller | [0.6984271835743647,0.6879082850196475,-6.739361486211309]
robot_main , [MAIN_LOOP] 567993727359 | robot_frequency | [216.3446880814035,62,216.44158590266798]
robot_main , [CONTROLLER] 567993727359 | speed_controller | [0.0,0.59765625,0.7220357248118753]
robot_main , [CONTROLLER] 567993727359 | stability_controller | [0.7220357248118753,0.6899179711412027,1.5632536540221658]
robot_main , [MAIN_LOOP] 567993727410 | robot_frequency | [216.40257858366544,73,216.44158590266798]
robot_main , [CONTROLLER] 567993727410 | speed_controller | [0.0,0.0524749755859375,0.6885081847327228]
robot_main , [CONTROLLER] 567993727410 | stability_controller | [0.6885081847327228,0.7361344376159074,-14.661856612714748]
robot_main , [MAIN_LOOP] 567993727461 | robot_frequency | [216.25849066957545,84,216.44158590266798]
robot_main , [CONTROLLER] 567993727461 | speed_controller | [0.0,-1.18701171875,0.6081092037778498]
robot_main , [CONTROLLER] 567993727461 | stability_controller | [0.6081092037778498,0.7406149434531765,-35.11840477047675]
robot_main , [MAIN_LOOP] 567993727512 | robot_frequency | [216.31745943728927,95,216.44158590266798]
robot_main , [CONTROLLER] 567993727512 | speed_controller | [0.0,-1.69970703125,0.5712390952562482]
robot_main , [CONTROLLER] 567993727512 | stability_controller | [0.5712390952562482,0.6920613420445939,24.62919102321326]
robot_main , [MAIN_LOOP] 567993727562 | robot_frequency | [217.04034724186,5,216.35934839073954]
robot_main , [CONTROLLER] 567993727562 | speed_controller | [0.0,-0.14300537109375,0.6674454617275687]
robot_main , [CONTROLLER] 567993727562 | stability_controller | [0.6674454617275687,0.6389945650034472,8.910940540547733]
robot_main , [MAIN_LOOP] 567993727613 | robot_frequency | [215.99650464405465,16,216.35934839073954]
robot_main , [CONTROLLER] 567993727613 | speed_controller | [0.0,1.10546875,0.7485904287892109]
robot_main , [CONTROLLER] 567993727613 | stability_controller | [0.7485904287892109,0.6596298129391952,3.329194423630434]
robot_main , [MAIN_LOOP] 567993727664 | robot_frequency | [216.2646807635488,27,216.35934839073954]
robot_main , [CONTROLLER] 567993727664 | speed_controller | [0.0,0.923583984375,0.7398622262268681]
robot_main , [CONTROLLER] 567993727664 | stability_controller | [0.7398622262268681,0.6915260336641418,-26.823162167749512]
robot_main , [MAIN_LOOP] 567993727715 | robot_frequency | [216.4190257440016,38,216.35934839073954]
robot_main , [CONTROLLER] 567993727715 | speed_controller | [0.0,-0.15203857421875,0.6725829730302348]
robot_main , [CONTROLLER] 567993727715 | stability_controller | [0.6725829730302348,0.7227815242610134,-7.432354285384539]
robot_main , [MAIN_LOOP] 567993727766 | robot_frequency | [216.2891167344929,49,216.35934839073954]
robot_main , [CONTROLLER] 567993727766 | speed_controller | [0.0,-0.5361328125,0.646968919586564]
robot_main , [CONTROLLER] 567993727766 | stability_controller | [0.646968919586564,0.7006581994346781,-5.7363642230779694]
robot_main , [MAIN_LOOP] 567993727817 | robot_frequency | [216.21361839459976,60,216.35934839073954]
robot_main , [CONTROLLER] 567993727817 | speed_controller | [0.0,-0.660400390625,0.6374659022254918]
robot_main , [CONTROLLER] 567993727817 | stability_controller | [0.6374659022254918,0.7005743548237969,4.998293731200078]
robot_main , [MAIN_LOOP] 567993727868 | robot_frequency | [216.24802819049594,71,216.35934839073954]
robot_main , [CONTROLLER] 567993727868 | speed_controller | [0.0,-0.1485595703125,0.6687574383132151]
robot_main , [CONTROLLER] 567993727868 | stability_controller | [0.6687574383132151,0.6744477045818763,3.4390975103758286]
robot_main , [MAIN_LOOP] 567993727918 | robot_frequency | [216.3215206726098,82,216.35934839073954]
robot_main , [CONTROLLER] 567993727918 | speed_controller | [0.0,0.2255859375,0.6928142018036774]
robot_main , [CONTROLLER] 567993727918 | stability_controller | [0.6928142018036774,0.6908102557638939,-1.0698787036228885]
robot_main , [MAIN_LOOP] 567993727969 | robot_frequency | [216.25971040272907,93,216.35934839073954]
robot_main , [CONTROLLER] 567993727969 | speed_controller | [0.0,0.077880859375,0.683868758840515]
robot_main , [CONTROLLER] 567993727969 | stability_controller | [0.683868758840515,0.697761437645014,-6.128114006425245]
robot_main , [MAIN_LOOP] 567993728020 | robot_frequency | [216.86941835042185,3,216.30777312944826]
robot_main , [CONTROLLER] 567993728020 | speed_controller | [0.0,-0.5244140625,0.6450670829414018]
robot_main , [CONTROLLER] 567993728020 | stability_controller | [0.6450670829414018,0.7179830500986084,-12.09327192205469]
robot_main , [MAIN_LOOP] 567993728071 | robot_frequency | [216.48903918959874,14,216.30777312944826]
robot_main , [CONTROLLER] 567993728071 | speed_controller | [0.0,-1.24658203125,0.5967975445296767]
robot_main , [CONTROLLER] 567993728071 | stability_controller | [0.5967975445296767,0.7109734905960583,-1.4957018977305951]
robot_main , [MAIN_LOOP] 567993728122 | robot_frequency | [216.1202885960395,25,216.30777312944826]
robot_main , [CONTROLLER] 567993728122 | speed_controller | [0.0,-0.646728515625,0.6319616913342768]
robot_main , [CONTROLLER] 567993728122 | stability_controller | [0.6319616913342768,0.6566777740301954,36.784314070473975]
robot_main , [MAIN_LOOP] 567993728173 | robot_frequency | [216.35371159428226,36,216.30777312944826]
robot_main , [CONTROLLER] 567993728173 | speed_controller | [0.0,0.5244140625,0.7065204363042072]
robot_main , [CONTROLLER] 567993728173 | stability_controller | [0.7065204363042072,0.6542926059299283,0.3625110920243821]
robot_main , [MAIN_LOOP] 567993728223 | robot_frequency | [216.53652913048,47,216.30777312944826]
robot_main , [CONTROLLER] 567993728223 | speed_controller | [0.0,0.4395751953125,0.7026791014061969]
robot_main , [CONTROLLER] 567993728223 | stability_controller | [0.7026791014061969,0.688129669891651,-27.429671872685375]
robot_main , [MAIN_LOOP] 567993728274 | robot_frequency | [216.58360536817096,58,216.30777312944826]
robot_main , [CONTROLLER] 567993728274 | speed_controller | [0.0,-0.5634765625,0.6389024112669605]
robot_main , [CONTROLLER] 567993728274 | stability_controller | [0.6389024112669605,0.7228025009113623,-30.114508962955234]
robot_main , [MAIN_LOOP] 567993728325 | robot_frequency | [216.54414201927423,69,216.30777312944826]
robot_main , [CONTROLLER] 567993728325 | speed_controller | [0.0,-1.39501953125,0.5828893469458882]
robot_main , [CONTROLLER] 567993728325 | stability_controller | [0.5828893469458882,0.700636573389422,-0.573759931106268]
robot_main , [MAIN_LOOP] 567993728376 | robot_frequency | [216.6145899521213,80,216.30777312944826]
robot_main , [CONTROLLER] 567993728376 | speed_controller | [0.0,-0.541259765625,0.6343326103277241]
robot_main , [CONTROLLER] 567993728376 | stability_controller | [0.6343326103277241,0.6488000995403786,39.798319703079855]
robot_main , [MAIN_LOOP] 567993728426 | robot_frequency | [216.65496180427596,91,216.30777312944826]
robot_main , [CONTROLLER] 567993728426 | speed_controller | [0.0,0.52392578125,0.702252792874394]
robot_main , [CONTROLLER] 567993728426 | stability_controller | [0.702252792874394,0.6516132800223325,-9.34432988082827]
robot_main , [MAIN_LOOP] 567993728477 | robot_frequency | [216.90894166865252,1,216.67313690407772]
robot_main , [CONTROLLER] 567993728477 | speed_controller | [0.0,0.4068603515625,0.6961759734322687]
robot_main , [CONTROLLER] 567993728477 | stability_controller | [0.6961759734322687,0.6675725716154318,0.14164002019041633]
robot_main , [MAIN_LOOP] 567993728528 | robot_frequency | [216.02888506115656,12,216.67313690407772]
robot_main , [CONTROLLER] 567993728528 | speed_controller | [0.0,0.02585601806640625,0.6727612372311815]
robot_main , [CONTROLLER] 567993728528 | stability_controller | [0.6727612372311815,0.700351085927988,-24.18472522952151]
robot_main , [MAIN_LOOP] 567993728579 | robot_frequency | [216.07232308438873,23,216.67313690407772]
robot_main , [CONTROLLER] 567993728579 | speed_controller | [0.0,-0.818115234375,0.6178648280303242]
robot_main , [CONTROLLER] 567993728579 | stability_controller | [0.6178648280303242,0.6967778656004499,0.17992836926096545]
robot_main , [MAIN_LOOP] 567993728630 | robot_frequency | [215.60271117069823,34,216.67313690407772]
robot_main , [CONTROLLER] 567993728630 | speed_controller | [0.0,-0.904541015625,0.6098138540736765]
robot_main , [CONTROLLER] 567993728630 | stability_controller | [0.6098138540736765,0.6790678499052616,6.626736125709693]
robot_main , [MAIN_LOOP] 567993728681 | robot_frequency | [215.71565265779944,45,216.67313690407772]
robot_main , [CONTROLLER] 567993728681 | speed_controller | [0.0,0.073028564453125,0.6706596265224508]
robot_main , [CONTROLLER] 567993728681 | stability_controller | [0.6706596265224508,0.6415296971571735,7.532300734068974]
robot_main , [MAIN_LOOP] 567993728732 | robot_frequency | [215.83351310682067,56,216.67313690407772]
robot_main , [CONTROLLER] 567993728732 | speed_controller | [0.0,1.109375,0.7385301149357985]
robot_main , [CONTROLLER] 567993728732 | stability_controller | [0.7385301149357985,0.6506259974962316,3.768213166828471]
robot_main , [MAIN_LOOP] 567993728783 | robot_frequency | [215.58427022302953,67,216.67313690407772]
robot_main , [CONTROLLER] 567993728783 | speed_controller | [0.0,0.984619140625,0.7337511472796032]
robot_main , [CONTROLLER] 567993728783 | stability_controller | [0.7337511472796032,0.6955582101629447,-27.485390686624477]
robot_main , [MAIN_LOOP] 567993728834 | robot_frequency | [215.67878612801636,78,216.67313690407772]
robot_main , [CONTROLLER] 567993728834 | speed_controller | [0.0,0.13897705078125,0.6813984577086013]
robot_main , [CONTROLLER] 567993728834 | stability_controller | [0.6813984577086013,0.7055962218333394,-1.2099322683217864]
